Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details,Power Ranking
239,144,Articuno,Freeze Pokémon,NULL,NULL,Sub-Legendary,1.7,55.4,Ice,Flying,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NULL,NULL,Snow Cloak,Boosts evasiveness in a hailstorm.,0.0,0.0,35,90,85,100,95,125,85,580,3,Slow,1250000,No Eggs Discovered,NULL,80,NULL,NULL,B
1385,144,Articuno,Cruel Pokémon,Galar,239.0,Sub-Legendary,1.7,50.9,Psychic,Flying,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,NULL,NULL,NULL,NULL,0.0,0.0,35,90,85,85,125,100,95,580,3,Slow,1250000,No Eggs Discovered,NULL,80,NULL,NULL,B
240,145,Zapdos,Electric Pokémon,NULL,NULL,Sub-Legendary,1.6,52.6,Electric,Flying,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NULL,NULL,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",0.0,0.0,35,90,90,85,125,90,100,580,3,Slow,1250000,No Eggs Discovered,NULL,80,NULL,NULL,B
1386,145,Zapdos,Strong Legs Pokémon,Galar,240.0,Sub-Legendary,1.6,58.2,Fighting,Flying,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NULL,NULL,NULL,NULL,0.0,0.0,35,90,125,90,85,90,100,580,3,Slow,1250000,No Eggs Discovered,NULL,80,NULL,NULL,B
241,146,Moltres,Flame Pokémon,NULL,NULL,Sub-Legendary,2.0,60.0,Fire,Flying,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NULL,NULL,Flame Body,Contact with the Pokémon may burn the attacker.,0.0,0.0,35,90,100,90,125,85,90,580,3,Slow,1250000,No Eggs Discovered,NULL,80,NULL,NULL,B
1387,146,Moltres,Malevolent Pokémon,Galar,241.0,Sub-Legendary,2.0,66.0,Dark,Flying,Berserk,Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.,NULL,NULL,NULL,NULL,0.0,0.0,35,90,85,90,100,125,90,580,3,Slow,1250000,No Eggs Discovered,NULL,80,NULL,NULL,A
242,147,Dratini,Dragon Pokémon,NULL,NULL,NULL,1.8,3.3,Dragon,NULL,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,NULL,NULL,Marvel Scale,The Pokémon's marvelous scales boost the Defense stat if it has a status condition.,50.0,50.0,35,41,64,45,50,50,50,300,45,Slow,1250000,Water 1,Dragon,40,NULL,NULL,G
243,148,Dragonair,Dragon Pokémon,NULL,NULL,NULL,4.0,16.5,Dragon,NULL,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,NULL,NULL,Marvel Scale,The Pokémon's marvelous scales boost the Defense stat if it has a status condition.,50.0,50.0,35,61,84,65,70,70,70,420,45,Slow,1250000,Water 1,Dragon,40,242.0,Level 30,F
244,149,Dragonite,Dragon Pokémon,NULL,NULL,NULL,2.2,210.0,Dragon,Flying,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NULL,NULL,Multiscale,Reduces the amount of damage the Pokémon takes while its HP is full.,50.0,50.0,35,91,134,95,100,100,80,600,45,Slow,1250000,Water 1,Dragon,40,243.0,Level 55,A
43,150,Mewtwo,Genetic Pokémon,NULL,NULL,Legendary,2.0,122.0,Psychic,NULL,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NULL,NULL,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,0.0,0.0,0,106,110,90,154,90,130,680,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
44,150,Mewtwo,Genetic Pokémon,Mega X,43.0,Legendary,2.3,127.0,Psychic,NULL,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,NULL,NULL,NULL,NULL,0.0,0.0,0,106,190,100,154,100,130,780,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
45,150,Mewtwo,Genetic Pokémon,Mega Y,43.0,Legendary,1.5,33.0,Psychic,NULL,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,NULL,NULL,NULL,NULL,0.0,0.0,0,106,150,70,194,120,140,780,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,S
42,151,Mew,New Species Pokémon,NULL,NULL,Mythical,0.4,4.0,Psychic,NULL,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",NULL,NULL,NULL,NULL,0.0,0.0,100,100,100,100,100,100,100,600,45,Medium Slow,1059860,No Eggs Discovered,NULL,120,NULL,NULL,B
245,152,Chikorita,Leaf Pokémon,NULL,NULL,NULL,0.9,6.4,Grass,NULL,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,Leaf Guard,Prevents status conditions in harsh sunlight.,87.5,12.5,50,45,49,65,49,65,45,318,45,Medium Slow,1059860,Monster,Grass,20,NULL,NULL,F
246,153,Bayleef,Leaf Pokémon,NULL,NULL,NULL,1.2,15.8,Grass,NULL,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,Leaf Guard,Prevents status conditions in harsh sunlight.,87.5,12.5,50,60,62,80,63,80,60,405,45,Medium Slow,1059860,Monster,Grass,20,245.0,Level 16,F
247,154,Meganium,Herb Pokémon,NULL,NULL,NULL,1.8,100.5,Grass,NULL,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,Leaf Guard,Prevents status conditions in harsh sunlight.,87.5,12.5,50,80,82,100,83,100,80,525,45,Medium Slow,1059860,Monster,Grass,20,246.0,Level 32,D
248,155,Cyndaquil,Fire Mouse Pokémon,NULL,NULL,NULL,0.5,7.9,Fire,NULL,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NULL,NULL,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,87.5,12.5,50,39,52,43,60,50,65,309,45,Medium Slow,1059860,Field,NULL,20,NULL,NULL,F
249,156,Quilava,Volcano Pokémon,NULL,NULL,NULL,0.9,19.0,Fire,NULL,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NULL,NULL,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,87.5,12.5,50,58,64,58,80,65,80,405,45,Medium Slow,1059860,Field,NULL,20,248.0,Level 14,F
250,157,Typhlosion,Volcano Pokémon,NULL,NULL,NULL,1.7,79.5,Fire,NULL,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NULL,NULL,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,87.5,12.5,50,78,84,78,109,85,100,534,45,Medium Slow,1059860,Field,NULL,20,249.0,Level 36,C
1628,157,Typhlosion,Ghost Flame Pokémon,Hisui,250.0,NULL,1.6,69.8,Fire,Ghost,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NULL,NULL,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",87.5,12.5,50,73,84,78,119,85,95,534,55,Medium Slow,1059860,Field,NULL,20,249.0,Level 36 in Hisui,B
251,158,Totodile,Big Jaw Pokémon,NULL,NULL,NULL,0.6,9.5,Water,NULL,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NULL,NULL,Sheer Force,Removes additional effects to increase the power of moves when attacking.,87.5,12.5,50,50,65,64,44,48,43,314,45,Medium Slow,1059860,Monster,Water 1,20,NULL,NULL,F
252,159,Croconaw,Big Jaw Pokémon,NULL,NULL,NULL,1.1,25.0,Water,NULL,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NULL,NULL,Sheer Force,Removes additional effects to increase the power of moves when attacking.,87.5,12.5,50,65,80,80,59,63,58,405,45,Medium Slow,1059860,Monster,Water 1,20,251.0,Level 18,F
253,160,Feraligatr,Big Jaw Pokémon,NULL,NULL,NULL,2.3,88.8,Water,NULL,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NULL,NULL,Sheer Force,Removes additional effects to increase the power of moves when attacking.,87.5,12.5,50,85,105,100,79,83,78,530,45,Medium Slow,1059860,Monster,Water 1,20,252.0,Level 30,C
254,161,Sentret,Scout Pokémon,NULL,NULL,NULL,0.8,6.0,Normal,NULL,Run Away,Enables a sure getaway from wild Pokémon.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",50.0,50.0,50,35,46,34,35,45,20,215,255,Medium Fast,1000000,Field,NULL,15,NULL,NULL,G
255,162,Furret,Long Body Pokémon,NULL,NULL,NULL,1.8,32.5,Normal,NULL,Run Away,Enables a sure getaway from wild Pokémon.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",50.0,50.0,50,85,76,64,45,55,90,415,90,Medium Fast,1000000,Field,NULL,15,254.0,Level 15,F
256,163,Hoothoot,Owl Pokémon,NULL,NULL,NULL,0.7,21.2,Normal,Flying,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Tinted Lens,"The Pokémon can use ""not very effective"" moves to deal regular damage.",50.0,50.0,50,60,30,30,36,56,50,262,255,Medium Fast,1000000,Flying,NULL,15,NULL,NULL,G
257,164,Noctowl,Owl Pokémon,NULL,NULL,NULL,1.6,40.8,Normal,Flying,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Tinted Lens,"The Pokémon can use ""not very effective"" moves to deal regular damage.",50.0,50.0,50,100,50,50,86,96,70,452,90,Medium Fast,1000000,Flying,NULL,15,256.0,Level 20,E
258,165,Ledyba,Five Star Pokémon,NULL,NULL,NULL,1.0,10.8,Bug,Flying,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",50.0,50.0,50,40,20,30,40,80,55,265,255,Fast,800000,Bug,NULL,15,NULL,NULL,G
259,166,Ledian,Five Star Pokémon,NULL,NULL,NULL,1.4,35.6,Bug,Flying,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Iron Fist,Powers up punching moves.,50.0,50.0,50,55,35,50,55,110,85,390,90,Fast,800000,Bug,NULL,15,258.0,Level 18,F
260,167,Spinarak,String Spit Pokémon,NULL,NULL,NULL,0.5,8.5,Bug,Poison,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Sniper,Powers up moves if they become critical hits when attacking.,50.0,50.0,50,40,60,40,40,40,30,250,255,Fast,800000,Bug,NULL,15,NULL,NULL,G
261,168,Ariados,Long Leg Pokémon,NULL,NULL,NULL,1.1,33.5,Bug,Poison,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Sniper,Powers up moves if they become critical hits when attacking.,50.0,50.0,50,70,90,70,60,70,40,400,90,Fast,800000,Bug,NULL,15,260.0,Level 22,F
63,169,Crobat,Bat Pokémon,NULL,NULL,NULL,1.8,75.0,Poison,Flying,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NULL,NULL,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",50.0,50.0,50,85,90,80,70,80,130,535,90,Medium Fast,1000000,Flying,NULL,15,62.0,NULL,D
262,170,Chinchou,Angler Pokémon,NULL,NULL,NULL,0.5,12.0,Water,Electric,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,50.0,50.0,50,75,38,38,56,56,67,330,190,Slow,1250000,Water 2,NULL,20,NULL,NULL,F
263,171,Lanturn,Light Pokémon,NULL,NULL,NULL,1.2,22.5,Water,Electric,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,50.0,50.0,50,125,58,58,76,76,67,460,75,Slow,1250000,Water 2,NULL,20,262.0,Level 27,E
88,172,Pichu,Tiny Mouse Pokémon,NULL,NULL,NULL,0.3,2.0,Electric,NULL,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",NULL,NULL,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",50.0,50.0,50,20,40,15,35,35,60,205,190,Medium Fast,1000000,No Eggs Discovered,NULL,10,NULL,NULL,G
51,173,Cleffa,Star Shape Pokémon,NULL,NULL,NULL,0.3,3.0,Fairy,NULL,Cute Charm,Contact with the Pokémon may cause infatuation.,Magic Bounce,Reflects status moves instead of getting hit by them.,Friend Guard,Reduces damage done to allies.,25.0,75.0,140,50,25,28,45,55,15,218,150,Fast,800000,No Eggs Discovered,NULL,10,NULL,NULL,G
58,174,Igglybuff,Balloon Pokémon,NULL,NULL,NULL,0.3,1.0,Normal,Fairy,Cute Charm,Contact with the Pokémon may cause infatuation.,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Friend Guard,Reduces damage done to allies.,25.0,75.0,50,90,30,15,40,20,15,210,170,Fast,800000,No Eggs Discovered,NULL,10,NULL,NULL,G
264,175,Togepi,Spike Ball Pokémon,NULL,NULL,NULL,0.3,1.5,Fairy,NULL,Hustle,"Boosts the Attack stat, but lowers accuracy.",Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,87.5,12.5,50,35,20,65,40,65,20,245,190,Fast,800000,No Eggs Discovered,NULL,10,NULL,NULL,G
265,176,Togetic,Happiness Pokémon,NULL,NULL,NULL,0.6,3.2,Fairy,Flying,Hustle,"Boosts the Attack stat, but lowers accuracy.",Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,87.5,12.5,50,55,40,85,80,105,40,405,75,Fast,800000,Flying,Fairy,10,264.0,NULL,F
266,177,Natu,Tiny Bird Pokémon,NULL,NULL,NULL,0.2,2.0,Psychic,Flying,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Magic Bounce,Reflects status moves instead of getting hit by them.,50.0,50.0,50,40,50,45,70,45,70,320,190,Medium Fast,1000000,Flying,NULL,20,NULL,NULL,F
267,178,Xatu,Mystic Pokémon,NULL,NULL,NULL,1.5,15.0,Psychic,Flying,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Magic Bounce,Reflects status moves instead of getting hit by them.,50.0,50.0,50,65,75,70,95,70,95,470,75,Medium Fast,1000000,Flying,NULL,20,266.0,Level 25,E
278,179,Mareep,Wool Pokémon,NULL,NULL,NULL,0.6,7.8,Electric,NULL,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",NULL,NULL,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,50.0,50.0,50,55,40,40,65,45,35,280,235,Medium Slow,1059860,Monster,Field,20,NULL,NULL,G
279,180,Flaaffy,Wool Pokémon,NULL,NULL,NULL,0.8,13.3,Electric,NULL,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",NULL,NULL,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,50.0,50.0,50,70,55,55,80,60,45,365,120,Medium Slow,1059860,Monster,Field,20,278.0,Level 15,F
280,181,Ampharos,Light Pokémon,NULL,NULL,NULL,1.4,61.5,Electric,NULL,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",NULL,NULL,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,50.0,50.0,50,90,75,85,115,90,55,510,45,Medium Slow,1059860,Monster,Field,20,279.0,Level 30,D
1394,181,Ampharos,Light Pokémon,Mega,280.0,NULL,1.4,61.5,Electric,Dragon,Mold Breaker,Moves can be used on the target regardless of its Abilities.,NULL,NULL,NULL,NULL,50.0,50.0,70,90,95,105,165,110,45,610,45,Medium Slow,1059860,Monster,Field,20,NULL,NULL,B
67,182,Bellossom,Flower Pokémon,NULL,NULL,NULL,0.4,5.8,Grass,NULL,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,NULL,NULL,Healer,Sometimes heals an ally's status condition.,50.0,50.0,50,75,80,95,90,100,50,490,45,Medium Slow,1059860,Grass,NULL,20,65.0,Sun Stone,E
283,183,Marill,Aqua Mouse Pokémon,NULL,NULL,NULL,0.4,8.5,Water,Fairy,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Huge Power,Doubles the Pokémon's Attack stat.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,50.0,50.0,50,70,20,50,20,50,40,250,190,Fast,800000,Water 1,Fairy,10,426.0,NULL,G
284,184,Azumarill,Aqua Rabbit Pokémon,NULL,NULL,NULL,0.8,28.5,Water,Fairy,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Huge Power,Doubles the Pokémon's Attack stat.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,50.0,50.0,50,100,50,80,60,80,50,420,75,Fast,800000,Water 1,Fairy,10,283.0,Level 18,F
285,185,Sudowoodo,Imitation Pokémon,NULL,NULL,NULL,1.2,38.0,Rock,NULL,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Rock Head,Protects the Pokémon from recoil damage.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",50.0,50.0,50,70,110,115,30,65,30,420,65,Medium Fast,1000000,Mineral,NULL,20,636.0,Knowing Mimic,F
286,186,Politoed,Frog Pokémon,NULL,NULL,NULL,1.1,33.9,Water,NULL,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Drizzle,The Pokémon makes it rain when it enters a battle.,50.0,50.0,50,90,75,75,90,100,70,500,45,Medium Slow,1059860,Water 1,NULL,20,982.0,King's Rock,C
287,187,Hoppip,Cottonweed Pokémon,NULL,NULL,NULL,0.4,0.5,Grass,Flying,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Leaf Guard,Prevents status conditions in harsh sunlight.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",50.0,50.0,50,35,35,40,35,55,50,250,255,Medium Slow,1059860,Fairy,Grass,20,NULL,NULL,G
288,188,Skiploom,Cottonweed Pokémon,NULL,NULL,NULL,0.6,1.0,Grass,Flying,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Leaf Guard,Prevents status conditions in harsh sunlight.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",50.0,50.0,50,55,45,50,45,65,80,340,120,Medium Slow,1059860,Fairy,Grass,20,287.0,Level 18,F
289,189,Jumpluff,Cottonweed Pokémon,NULL,NULL,NULL,0.8,3.0,Grass,Flying,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Leaf Guard,Prevents status conditions in harsh sunlight.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",50.0,50.0,50,75,55,70,55,95,110,460,45,Medium Slow,1059860,Fairy,Grass,20,288.0,Level 27,E
290,190,Aipom,Long Tail Pokémon,NULL,NULL,NULL,0.8,11.5,Normal,NULL,Run Away,Enables a sure getaway from wild Pokémon.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Skill Link,Maximizes the number of times multistrike moves hit.,50.0,50.0,50,55,70,55,40,55,85,360,45,Fast,800000,Field,NULL,20,NULL,NULL,F
291,191,Sunkern,Seed Pokémon,NULL,NULL,NULL,0.3,1.8,Grass,NULL,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,50.0,50.0,50,30,30,30,30,30,30,180,235,Medium Slow,1059860,Grass,NULL,20,NULL,NULL,G
292,192,Sunflora,Sun Pokémon,NULL,NULL,NULL,0.8,8.5,Grass,NULL,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,50.0,50.0,50,75,75,55,105,85,30,425,120,Medium Slow,1059860,Grass,NULL,20,291.0,Sun Stone,E
293,193,Yanma,Clear Wing Pokémon,NULL,NULL,NULL,1.2,38.0,Bug,Flying,Speed Boost,Its Speed stat is boosted every turn.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",50.0,50.0,50,65,65,45,75,45,95,390,75,Medium Fast,1000000,Bug,NULL,20,NULL,NULL,F
294,194,Wooper,Water Fish Pokémon,NULL,NULL,NULL,0.4,8.5,Water,Ground,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",50.0,50.0,50,55,45,45,25,25,15,210,255,Medium Fast,1000000,Water 1,Field,20,NULL,NULL,G
1654,194,Wooper,Poison Fish Pokémon,Paldea,294.0,NULL,0.4,11.0,Poison,Ground,Poison Point,Contact with the Pokémon may poison the attacker.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,NULL,NULL,50.0,50.0,70,55,45,45,25,25,15,210,255,Medium Fast,1000000,Water 1,Field,20,NULL,NULL,G
295,195,Quagsire,Water Fish Pokémon,NULL,NULL,NULL,1.4,75.0,Water,Ground,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",50.0,50.0,50,95,85,85,65,65,35,430,90,Medium Fast,1000000,Water 1,Field,20,294.0,Level 20,E
296,196,Espeon,Sun Pokémon,NULL,NULL,NULL,0.9,26.5,Psychic,NULL,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",NULL,NULL,Magic Bounce,Reflects status moves instead of getting hit by them.,87.5,12.5,50,65,65,60,130,95,110,525,45,Medium Fast,1000000,Field,NULL,35,228.0,During The Day,C
297,197,Umbreon,Moonlight Pokémon,NULL,NULL,NULL,1.0,27.0,Dark,NULL,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",NULL,NULL,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",87.5,12.5,35,95,65,110,60,130,65,525,45,Medium Fast,1000000,Field,NULL,35,228.0,During The Night,C
298,198,Murkrow,Darkness Pokémon,NULL,NULL,NULL,0.5,2.1,Dark,Flying,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Prankster,Gives priority to a status move.,50.0,50.0,35,60,85,42,85,42,91,405,30,Medium Slow,1059860,Flying,NULL,20,NULL,NULL,F
299,199,Slowking,Royal Pokémon,NULL,NULL,NULL,2.0,79.5,Water,Psychic,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,50.0,50.0,50,95,75,80,100,110,30,490,70,Medium Fast,1000000,Monster,Water 1,20,1319.0,King's Rock,D
1388,199,Slowking,Royal Pokémon,Galar,299.0,NULL,1.8,79.5,Poison,Psychic,Curious Medicine,"When the Pokémon is brought into battle, any stat alterations of allies are removed.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,50.0,50.0,50,95,65,80,110,110,30,490,70,Medium Fast,1000000,Monster,Water 1,20,1366.0,Galarica Wreath,D
324,200,Misdreavus,Screech Pokémon,NULL,NULL,NULL,0.7,1.0,Ghost,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,50.0,50.0,35,60,60,60,85,85,85,435,45,Fast,800000,Amorphous,NULL,25,NULL,NULL,E
325,201,Unown,Symbol Pokémon,NULL,NULL,NULL,0.5,5.0,Psychic,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,0.0,0.0,50,48,72,48,72,48,48,336,225,Medium Fast,1000000,No Eggs Discovered,NULL,40,NULL,NULL,F
1834,201,Unown,Symbol Pokémon,A,325.0,NULL,0.5,5.0,Psychic,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,0.0,0.0,50,48,72,48,72,48,48,336,225,Medium Fast,1000000,No Eggs Discovered,NULL,40,NULL,NULL,F
1835,201,Unown,Symbol Pokémon,B,325.0,NULL,0.5,5.0,Psychic,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,0.0,0.0,50,48,72,48,72,48,48,336,225,Medium Fast,1000000,No Eggs Discovered,NULL,40,NULL,NULL,F
1836,201,Unown,Symbol Pokémon,C,325.0,NULL,0.5,5.0,Psychic,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,0.0,0.0,50,48,72,48,72,48,48,336,225,Medium Fast,1000000,No Eggs Discovered,NULL,40,NULL,NULL,F
1837,201,Unown,Symbol Pokémon,D,325.0,NULL,0.5,5.0,Psychic,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,0.0,0.0,50,48,72,48,72,48,48,336,225,Medium Fast,1000000,No Eggs Discovered,NULL,40,NULL,NULL,F
1838,201,Unown,Symbol Pokémon,E,325.0,NULL,0.5,5.0,Psychic,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,0.0,0.0,50,48,72,48,72,48,48,336,225,Medium Fast,1000000,No Eggs Discovered,NULL,40,NULL,NULL,F
1839,201,Unown,Symbol Pokémon,G,325.0,NULL,0.5,5.0,Psychic,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,0.0,0.0,50,48,72,48,72,48,48,336,225,Medium Fast,1000000,No Eggs Discovered,NULL,40,NULL,NULL,F
